All Monte Carlo Results:
Monte Carlo Run 1: 0.18614777232570734,0.4117753745010076,0.6222119876885107,0.7173817106287255,0.7530834412038551,1.0060605939675715,0.9940958329886498,0.9997894803851399
Monte Carlo Run 2: 0.16393423025264944,0.4523652234961405,0.599657772051609,0.7555002305218048,0.8782941096104915,0.9282801816910186,1.0309001519662626,1.1009717077728793
Monte Carlo Run 3: 0.20945495538690515,0.41207359291782725,0.5507157626951109,0.6924439855304585,0.8500015439502828,0.8508196413558886,0.9316905454081446,1.0023929881697207
Monte Carlo Run 4: 0.20025344012804117,0.3816459175893995,0.6281100337883668,0.6583616773245861,0.8047440237936921,1.0183461475733426,0.9624524043900062,0.9701109221548652
Monte Carlo Run 5: 0.197220075230776,0.40761723264966143,0.6030147909645583,0.7798824150080621,0.7995976890042762,0.8310796728604949,0.9981970490767235,1.0104382401389622
Monte Carlo Run 6: 0.1964186330534691,0.4315621822781491,0.5747706658387985,0.8159597819365514,0.799378652330246,0.9326676631249673,1.0099624623769348,1.081441818742406
Monte Carlo Run 7: 0.2033350612426828,0.4100490204870212,0.6772579386045067,0.7144748610653391,0.8594042290382287,0.8931580907066045,1.102736810982748,1.0198398992929478
Monte Carlo Run 8: 0.1442503584863117,0.4567048369902395,0.7087648335029871,0.831568052456874,0.9155334244322277,1.0186374636163729,1.2001523844936457,1.0297347667481485
Monte Carlo Run 9: 0.14641387531633557,0.4162989519679898,0.7220610123491601,0.6971820915481091,0.8553488755900116,0.9724637140992598,1.0244296476030939,0.997835540423924
Monte Carlo Run 10: 0.23017911107316943,0.40178168299684824,0.5714619411095778,0.7747271675523684,0.8574607415174875,0.9576756059226847,1.1222235809594652,1.029790752742273
