All Monte Carlo Results:
Monte Carlo Run 1: 0.18703207037640185,0.5386858269430214,0.6992147086761252,0.7761841573718987,0.9632371436824312,0.9790489853607255,0.9547889985860567,1.0030869694438898,0.981902254819859,1.0033959741900982,0.951235683284771,0.9432199885009949,0.8940825185757575,0.9598697404200586,1.0232236674772692,1.0181553480716234,1.0339346228500381,1.0095740890311642,0.9684942592789418,1.061879268893657
Monte Carlo Run 2: 0.261404110769148,0.4799132884106969,0.7562316988521416,0.8247913716089995,0.9135700530496179,0.9901384660872887,0.9294857363907826,0.8389938597052103,1.065670612059152,0.997636727859704,1.130439722902816,0.9908621353494338,1.0684569366440348,1.0654409462083287,1.0374244785254725,1.103553553887077,1.0339852502354083,1.0452166922950201,0.9792215078897202,1.1352884981188884
Monte Carlo Run 3: 0.2754172809485453,0.5149391030172887,0.8281167056963035,0.8765298955306586,0.9596794643456117,0.9785492984972639,1.0156415838319865,1.124827784952541,0.9845715305082877,0.9433311750808695,0.9497184228218248,0.9962793383378401,1.0552298440293444,1.0151765697651118,1.0873693269018778,1.0088497932681257,1.1224143499484,1.117861366313107,1.125955892253847,1.0377883820091336
Monte Carlo Run 4: 0.2686639147347512,0.5644000621448424,0.7551702548258138,0.7962822102963805,1.0098850547591307,0.99646226792952,0.8334394537923915,0.9760132773078465,1.0269393988537527,0.9994480942185306,0.8357602845020008,1.1297085942163165,1.1370190114797276,1.0505524650712026,0.9316006179223701,1.005653959110589,1.0807656016790668,1.120826069996952,1.0710894313900785,1.1201250433913814
Monte Carlo Run 5: 0.2226844295404939,0.48542653526517643,0.7474574927728079,0.7735367939487264,0.9450176527794341,0.884644797334293,1.0189348341468383,0.976488301455346,0.9324127476098849,1.0942004683885953,0.9806646716383884,1.0384758687551614,1.0468382250405297,0.9016723244176289,1.0463952066859956,1.074996027688195,1.1166207665245673,1.0268683838092683,1.0756544105060608,1.0661805843929542
Monte Carlo Run 6: 0.250086856292387,0.5337741443369491,0.7713133297571562,0.8755361568718759,0.9445028072062328,0.9331467478378785,1.0726654242750084,1.0055431112334658,1.1137672598437804,1.0198095526526103,1.1099667243087707,1.107168467074615,1.097108513061472,1.008480716499629,1.066105392470436,1.0824342471249944,1.166282183521996,1.1821158004238908,1.019867968293457,1.0419517278473434
Monte Carlo Run 7: 0.18242476342404038,0.5243398419221353,0.7621166599604385,0.8695462445808998,0.9808818673822262,1.0217289874568638,1.106193930948678,1.120432004983456,1.0458816846762355,0.9999827543482327,1.0562986464556947,1.0289044427706164,1.0357510265520986,0.981430233249276,1.0270954755250727,0.9637836736536392,1.051335127435812,1.072348907302045,0.9757606317304148,1.0622609765910616
Monte Carlo Run 8: 0.24683726745239074,0.5698419129421177,0.8003545239829924,0.997323410091719,1.0455811390781842,0.9348856679382154,1.0526175865918201,1.1402615271346168,1.0429316067058956,1.084594353719979,1.1395526694151112,1.230640843870304,1.0568046870247345,1.0391880451212185,1.1054490795156213,1.1904319849312897,1.2151238824549218,1.147927766396145,1.1536262148308323,1.189686692695516
Monte Carlo Run 9: 0.24827257596731098,0.5709770718925689,0.7450238032918104,0.7582813928823554,0.9969306125709649,0.9874229203905254,1.0503822007872896,0.9547296584998466,0.9987523132964784,1.035652584894942,1.1365285982665079,1.1211132100813213,0.9317159690118537,1.0376045211482818,1.0357829280674393,1.0363817842238963,1.1393851352229443,1.0850314275969466,0.9853784264514621,0.9808089934872168
Monte Carlo Run 10: 0.16058987770287694,0.5647002560673754,0.7434685811017454,0.7569820094165566,0.9158234369469278,0.8424578698031779,0.916165658914766,1.0191534309371961,0.9301852616934756,0.9948151935782418,0.990474869995177,1.0006446902279085,0.9765176130109448,1.1184538196582001,1.1040295260782582,1.0504903664031322,1.0335441447540092,1.0511158518545494,1.0198486871275398,1.027770776651362
